title,kind,release_date,source,source_url,summary,poster_url,updated_at
American Agenda,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/76968/american-agenda,"American Agenda with hosts Bob Brooks & Katrina Szish is a live, fast-paced look at national news and international events. The program brings viewers the latest from Washington, with insightful analysis from lawmakers and experts, and media reports from New York and around the globe.",https://static.tvmaze.com/uploads/images/medium_portrait/519/1298177.jpg,2026-06-20T06:44:25+00:00
Making Money with Charles Payne,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/10185/making-money-with-charles-payne,"Long-time Wall Street broker and analyst Charles Payne hosts his own daily program Making Money with Charles Payne that helps viewers spot emerging investment prospects. A panel of business and market specialists joins him to discuss the latest headlines, wrap up the day's activities in the markets, and focus on tomorrow's moneymakers. Payne says, ""There are money-making opportunities behind every headline."" His goal is to help viewers ""find their confidence in the markets and realize their long-term dreams and goals.""",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536224.jpg,2026-06-20T06:44:25+00:00
Beyond the Gates,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/75194/beyond-the-gates,"Beyond the Gates is set in a leafy Maryland suburb just outside of Washington D.C., and in one the most affluent African American counties in the United States. Here you'll find a posh gated community with winding tree-lined streets and luxurious mansions to call home. At the center of this community are the Duprees, a powerful and prestigious multi-generational family that is the very definition of Black royalty. But behind these pristine walls and lush, manicured gardens are juicy secrets and scandals waiting to be uncovered. And those that live outside these gates are watching closely. These are the places where our characters live, love, work and play. Those who have ""made it"" and those who haven't are all trying to navigate life … and some with more grace than others.",https://static.tvmaze.com/uploads/images/medium_portrait/593/1482540.jpg,2026-06-20T06:44:25+00:00
General Hospital,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/4189/general-hospital,"General Hospital , which celebrated its golden anniversary on April 1, 2013, continues its tradition of passion, intrigue and adventure that takes place in the fictional town of Port Charles in upstate New York. The glamour and excitement of those who have come to find their destinies in this familiar seaport town intertwine with the lives, loves and fortunes of beloved, well-known faces. As always, love, danger and mind blowing plot twists continue to abound on General Hospital with contemporary storylines and unforgettable characters.",https://static.tvmaze.com/uploads/images/medium_portrait/521/1302689.jpg,2026-06-20T06:44:25+00:00
MS NOW Reports,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/71555/ms-now-reports,"MS NOW Reports (formerly MSNBC) offers a live, breaking news format focusing on top political stories, daily events, and human interest segments, providing in-depth coverage of US/world news, politics, and business with familiar anchors, emphasizing justice, truth, and impact on viewers, all under the new ""MS NOW: My Source for News, Opinion, and the World"" brand .",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549482.jpg,2026-06-20T06:44:25+00:00
NewsNation Live With Connell McShane,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/77650/newsnation-live-with-connell-mcshane,Connell McShane presents reports and analysis of the day's national and international newsworthy events.,https://static.tvmaze.com/uploads/images/medium_portrait/522/1306619.jpg,2026-06-20T06:44:25+00:00
The Claman Countdown,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/76771/the-claman-countdown,The close of the trading day is covered.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536229.jpg,2026-06-20T06:44:25+00:00
Ariel,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/69269/ariel,"The series follows Ariel as she embarks on fun-filled, action-packed mermaid adventures with her friends. Driven by a deep and unending curiosity about the world around her, Ariel discovers land treasures, like a big floppy hat, squeaky rubber ducky and whisk, that she collects and keeps safe in her crystal cavern. Sometimes, Ariel uses the treasures to help solve problems. With each discovery, Ariel is filled with joy, and her mermaid tail, which changes colors depending on her emotions, lights up and shimmers.",https://static.tvmaze.com/uploads/images/medium_portrait/599/1499132.jpg,2026-06-20T06:44:25+00:00
Deadline: White House,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/29563/deadline-white-house,"Hosted by Nicolle Wallace, this program provides in-depth reporting and dynamic discussions on the political stories driving the news cycle. Nicolle Wallace brings viewers the latest political developments of the day, in addition to interviews with leading newsmakers and influential politicians. Drawing on her years of experience as communications chief for President George W. Bush and senior advisor for the McCain-Palin campaign, Wallace provides political insight and clarity on where key decision-makers stand on complex issues.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549621.jpg,2026-06-20T06:44:25+00:00
The Record with Greta Van Susteren,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/76914/the-record-with-greta-van-susteren,"Award-winning journalist Greta Van Susteren digs into the top stories of the day with the focus on why they matter to the American people. Greta speaks with the top newsmakers on both sides of the aisle, creating a conversation and dialogue that is imperative for the nation's well-being.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1297255.jpg,2026-06-20T06:44:25+00:00
Kudlow,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/76772/kudlow,Host Larry Kudlow leads roundtable discussions on the policies impacting the domestic and global economies and interviews with business influencers across the world.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536230.jpg,2026-06-20T06:44:25+00:00
SpongeBob SquarePants,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/713/spongebob-squarepants,"Come follow the adventures of the world's most lovable sponge and his starfish sidekick! Though they have the best intentions, SpongeBob and Patrick are always causing trouble… and plenty of laughs! When he's not at the Krusty Krab grilling up some epic Krabby Patties, SpongeBob can be found jellyfishing with Patrick, blowing bubbles, or annoying his favorite neighbor, Squidward! Bikini Bottom is home to the coolest creatures under the sea, and you CAN'T miss out on any of their adventures. Is mayonnaise an instrument? Watch SpongeBob SquarePants to find out! Are you ready, kids? AYE AYE CAPTAIN!",https://static.tvmaze.com/uploads/images/medium_portrait/594/1486607.jpg,2026-06-20T06:44:25+00:00
Ed Henry the Big Take,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/90279/ed-henry-the-big-take,Ed Henry offers his common-sense take on the news.,,2026-06-20T06:44:25+00:00
The Evening Edit,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/76775/the-evening-edit,Host Elizabeth MacDonald interviews industry experts to get the inside scoop on the day's leading headlines as they relate to your wallet.,https://static.tvmaze.com/uploads/images/medium_portrait/614/1536232.jpg,2026-06-20T06:44:25+00:00
Rock Paper Scissors,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/73545/rock-paper-scissors,"In Rock Paper Scissors , titular characters, Rock, Paper and Scissors, are a trio of best friends and roommates who lovingly compete over everything in hilarious but mostly wildly absurd ways. Throughout season one, the trio will go to extremes playing hide-and-seek around the world, running from the birthday police, defending the world from an alien invasion, going head-to-head with the Rat Bros and more.",https://static.tvmaze.com/uploads/images/medium_portrait/494/1236032.jpg,2026-06-20T06:44:25+00:00
The Beat with Ari Melber,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/30675/the-beat-with-ari-melber,"The Beat with Ari Melber delivers the biggest political and news stories of the day, with interviews and original reporting from around the nation. An Emmy-winning journalist, attorney and former Senate staffer, Melber cuts through the spin and the noise to tell you what's really happening. Real news, every night.",https://static.tvmaze.com/uploads/images/medium_portrait/619/1549475.jpg,2026-06-20T06:44:25+00:00
Carl Higbie Frontline,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/76966/carl-higbie-frontline,"Carl Higbie Frontline focuses on providing commonsense news analysis, exposing big government overreach and the media's shortfalls — all while always fighting for American values. Produced from Newsmax's Manhattan studios covering breaking news and exploring key issues such as personal liberty, security, and government transparency.",https://static.tvmaze.com/uploads/images/medium_portrait/521/1303405.jpg,2026-06-20T06:44:25+00:00
The Hill,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/76886/the-hill,"The Hill on NewsNation combines the power of two trusted news sources into one must-watch hour. The Hill, the nation's #1 political website, and NewsNation, America's fastest-growing cable news network, team up to define today's most-pressing issues, and question Washington's power brokers on what matters most to the people they serve and what matters most to Americans.",https://static.tvmaze.com/uploads/images/medium_portrait/518/1296745.jpg,2026-06-20T06:44:25+00:00
The Bottom Line,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/76778/the-bottom-line,"Dagen McDowell and Sean Duffy take on the hotly debated issues in the business and political world, plus the kitchen table topics that matter most to Americans.",https://static.tvmaze.com/uploads/images/medium_portrait/614/1536226.jpg,2026-06-20T06:44:25+00:00
Cops,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/240/cops,"COPS follows police officers, constables, and sheriff's deputies during patrols and various police activities by embedding camera crews with their units. The show's formula adheres to a classic cinéma vérité ethos. With no narration or scripted dialog, it depends entirely on the commentary of the officers and on the actions of the people with whom they come into contact.",https://static.tvmaze.com/uploads/images/medium_portrait/1/4185.jpg,2026-06-20T06:44:25+00:00
CBS Evening News,series,2026-06-19,TVMaze US,https://www.tvmaze.com/shows/9660/cbs-evening-news,"The CBS Evening News , a daily evening broadcast featuring news reports, feature stories and interviews by CBS News correspondents and reporters covering events across world.",https://static.tvmaze.com/uploads/images/medium_portrait/608/1520143.jpg,2026-06-20T06:44:25+00:00
